sal_code_2021,suburb,population_2021
SAL11987,Ingleburn,15264
SAL11988,Ingleside,1030
SAL50668,Inglewood (WA),5837
SAL50670,Innaloo,9592
SAL31397,Innes Park,2653
SAL31398,Innisfail,1091
SAL31399,Innisfail Estate,1454
SAL11990,Inverell,12057
SAL21234,Inverleigh,1746
SAL21235,Inverloch,6526
SAL60288,Invermay (Tas.),3498
SAL21237,Invermay Park,1692
SAL31405,Ipswich,2468
SAL31408,Ironbark (Qld),1173
SAL21241,Ironbark (Vic.),1163
SAL21245,Irymple (Vic.),5977
SAL80078,Isaacs,2379
SAL80079,Isabella Plains,4329
SAL11999,Islington,2026
SAL21246,Ivanhoe (Vic.),13374
SAL21247,Ivanhoe East,3762
SAL21248,Jacana,2187
SAL21250,Jackass Flat,1907
SAL31424,Jacobs Well,2882
SAL12007,Jamberoo,1910
SAL31428,Jamboree Heights,3141
SAL40635,Jamestown,1549
SAL12009,Jamisontown,5321
SAL21254,Jan Juc,4151
SAL50682,Jandakot,2533
SAL31429,Jandowae,1004
SAL50683,Jane Brook,3670
SAL12010,Jannali,6632
SAL50686,Jarrahdale,1205
SAL31437,Jensen,1797
SAL12025,Jerrabomberra,9601
SAL12032,Jesmond,3210
SAL12033,Jewells,2452
SAL12036,Jilliby,1694
SAL31440,Jimboomba,7423
SAL12039,Jindabyne,2986
SAL31444,Jindalee (Qld),5320
SAL50696,Jindalee (WA),4044
SAL12041,Jindera,2721
SAL70138,Jingili,1841
SAL70139,Johnston,2386
SAL50700,Jolimont,1479
SAL31452,Jones Hill,1135
SAL50701,Joondalup,9193
SAL50702,Joondanna,5283
SAL12050,Jordan Springs,11772
SAL40642,Joslin,1243
SAL31455,Joyner,3600
SAL31457,Jubilee Pocket,2047
SAL31459,Julatten,1020
SAL12053,Junction Hill,1547
SAL21277,Junction Village,1051
SAL12054,Junee,5066
SAL21279,Junortoun,3862
SAL50705,Jurien Bay,1985
SAL40646,Kadina,2944
SAL12056,Kahibah,2603
SAL50707,Kalamunda,7163
SAL31471,Kalbar,1246
SAL50709,Kalbarri,1478
SAL80081,Kaleen,7672
SAL50712,Kalgoorlie,3711
SAL21282,Kalimna,1350
SAL31472,Kalinga,2144
SAL21284,Kalkallo,5548
SAL31474,Kalkie,2968
SAL31475,Kallangur,21761
SAL50714,Kallaroo,5305
SAL21286,Kallista,1418
SAL21287,Kalorama,1277
SAL80082,Kambah,15670
SAL50718,Kambalda West,1666
SAL12063,Kanahooka,5698
SAL12065,Kandos,1263
SAL21293,Kangaroo Flat (Vic.),11328
SAL21294,Kangaroo Ground,1208
SAL31481,Kangaroo Point (Qld),9689
SAL31483,Kanimbla (Qld),2827
SAL12075,Kanwal,4194
SAL40666,Kapunda,2947
SAL12079,Karabar,8517
SAL31485,Karalee,5521
SAL70143,Karama,4803
SAL31486,Karana Downs,3800
SAL50724,Karawara,1842
SAL50725,Kardinya,9137
SAL12081,Kareela,3572
SAL12082,Kariong,6485
SAL50731,Karnup,2096
SAL50740,Karrinyup,9886
SAL12084,Karuah,1618
SAL50742,Katanning,3637
SAL70144,Katherine,1254
SAL70145,Katherine East,3061
SAL70146,Katherine South,1507
SAL12085,Katoomba,8268
SAL21310,Katunga,1025
SAL31493,Kawana,4434
SAL31495,Kawungan,5460
SAL21312,Kealba,3226
SAL50745,Kealy,1119
SAL31496,Kearneys Spring,9419
SAL12087,Kearns,2693
SAL31497,Kedron,9907
SAL21314,Keilor,5906
SAL21315,Keilor Downs,9857
SAL21316,Keilor East,15078
SAL21317,Keilor Lodge,1668
SAL21319,Keilor Park,2684
SAL12093,Keiraville,4001
SAL40674,Keith,1405
SAL12096,Kellyville,27011
SAL12097,Kellyville Ridge,10890
SAL50748,Kelmscott,10575
SAL12098,Kelso (NSW),10039
SAL31499,Kelso (Qld),10599
SAL31500,Kelvin Grove,7909
SAL12100,Kembla Grange,1452
SAL12102,Kemps Creek,2121
SAL12104,Kendall,1153
SAL50749,Kendenup,1062
SAL31504,Kenmore,9675
SAL31505,Kenmore Hills,2448
SAL21326,Kennington,5880
SAL12107,Kensington (NSW),11927
SAL40677,Kensington (SA),1808
SAL21327,Kensington (Vic.),10745
SAL50752,Kensington (WA),4627
SAL40678,Kensington Gardens,2498
SAL31508,Kensington Grove,2050
SAL40679,Kensington Park,2627
SAL40680,Kent Town,1443
SAL12108,Kenthurst,5313
SAL50754,Kenwick,5684
SAL31512,Keperra,7014
SAL31513,Kepnock,4501
SAL21328,Kerang,3960
SAL40684,Kersbrook,1116
SAL12117,Kew (NSW),1761
SAL21336,Kew (Vic.),24499
SAL21337,Kew East,6620
SAL31517,Kewarra Beach,6133
SAL50756,Kewdale,7397
SAL21339,Keysborough,30018
SAL21340,Kialla,8667
SAL12124,Kiama,7904
SAL12125,Kiama Downs,5087
SAL50758,Kiara,1776
SAL40690,Kidman Park,3874
SAL12133,Kilaben Bay,1516
SAL40692,Kilburn,5633
SAL31527,Kilcoy,1996
SAL40693,Kilkenny,1846
SAL12137,Killara (NSW),10620
SAL21347,Killara (Wodonga - Vic.),1485
SAL12138,Killarney Heights,4502
SAL12139,Killarney Vale,7491
SAL21352,Kilmore,9207
SAL21354,Kilsyth,11699
SAL21355,Kilsyth South,2862
SAL31535,Kin Kora,2396
SAL12149,Kincumber,7398
SAL12153,King Creek,1863
SAL31542,Kingaroy,10266
SAL21358,Kinglake,1662
SAL21360,Kinglake West,1305
SAL31543,Kings Beach,3042
SAL12157,Kings Langley,9354
SAL60306,Kings Meadows,4359
SAL12158,Kings Park (NSW),3476
SAL21362,Kings Park (Vic.),8203
SAL21363,Kingsbury,3460
SAL12162,Kingscliff,8355
SAL40697,Kingscote,1962
SAL12164,Kingsford (NSW),13492
SAL12166,Kingsgrove,12881
SAL50764,Kingsley,13204
SAL31547,Kingsthorpe,2159
SAL80083,Kingston (ACT),6579
SAL31548,Kingston (Qld),10506
SAL60307,Kingston (Tas.),12288
SAL60308,Kingston Beach,2305
SAL40701,Kingston Se,1342
SAL21365,Kingsville,3920
SAL12171,Kingswood (Penrith - NSW),10633
SAL40702,Kingswood (SA),2554
SAL12172,Kingswood (Tamworth Regional - NSW),1142
SAL50766,Kinross,6988
SAL31554,Kippa-Ring,9745
SAL31556,Kirkwood,2513
SAL12181,Kirrawee,11007
SAL12182,Kirribilli,3629
SAL31558,Kirwan,20780
SAL31560,Kleinton,2205
SAL40703,Klemzig,6713
SAL21374,Knoxfield,7645
SAL12190,Kogarah,16416
SAL12191,Kogarah Bay,2102
SAL50771,Kojonup,1157
SAL21380,Koo Wee Rup,4047
SAL12196,Koonawarra,3732
SAL50781,Koondoola,3919
SAL21384,Koondrook,1101
SAL31568,Koongal,4252
SAL31569,Kooralbyn,1697
SAL12202,Kooringal (NSW),7404
SAL12203,Kootingal,2313
SAL21396,Koroit,2184
SAL12206,Korora,2740
SAL21399,Korumburra,4749
SAL12208,Kotara,3980
SAL12209,Kotara South,1267
SAL31575,Kowanyama,1079
SAL31582,Kuluin,2700
SAL50799,Kununurra,5494
SAL31588,Kuraby,8737
SAL31589,Kuranda,3273
SAL12224,Kurnell,2528
SAL12225,Kurraba Point,1401
SAL12226,Kurrajong,3113
SAL12227,Kurrajong Heights,1255
SAL40728,Kurralta Park,3139
SAL12229,Kurri Kurri,6174
SAL21411,Kurunjang,10711
SAL31596,Kurwongbah,1552
SAL21412,Kyabram,7416
SAL12235,Kyle Bay,1039
SAL21414,Kyneton,7513
SAL12237,Kyogle,2248
SAL31601,Labrador,18643
SAL31606,Laidley,3809
SAL31608,Laidley Heights,1429
SAL12246,Lake Albert (NSW),6291
SAL12250,Lake Cargelligo,1430
SAL12251,Lake Cathie,4296
SAL50816,Lake Coogee,4768
SAL21435,Lake Gardens,1801
SAL12255,Lake Haven,3529
SAL12256,Lake Heights,4105
SAL12259,Lake Illawarra,3288
SAL31615,Lake Macdonald,1352
SAL12262,Lake Munmorah,5084
SAL21447,Lake Wendouree,2878
SAL12265,Lakelands (NSW),1445
SAL50828,Lakelands (WA),6171
SAL12266,Lakemba,17092
SAL21449,Lakes Entrance,5145
SAL12268,Lakewood,1249
SAL21452,Lalor,23219
SAL12270,Lalor Park,7834
SAL12273,Lambton,5214
SAL50829,Lamington (WA),2036
SAL31629,Lammermoor,2551
SAL21456,Lancefield,2743
SAL31631,Landsborough (Qld),4446
SAL50831,Landsdale,15401
SAL12275,Lane Cove,12363
SAL12276,Lane Cove North,11773
SAL12277,Lane Cove West,3146
SAL21459,Lang Lang,2556
SAL50833,Langford,5505
SAL21467,Langwarrin,23588
SAL21468,Langwarrin South,1346
SAL12284,Lansvale,2595
SAL21469,Lara,19014
SAL70158,Larapinta (NT),2368
SAL12287,Largs,1962
SAL40749,Largs Bay,4104
SAL40750,Largs North,4005
SAL70159,Larrakeyah,3943
SAL80084,Latham (ACT),3767
SAL50835,Lathlain,3699
SAL60320,Latrobe,5030
SAL60321,Lauderdale,2592
SAL60322,Launceston,3110
SAL21473,Launching Place,2495
SAL12292,Laurieton,2012
SAL21476,Laverton (Vic.),4760
SAL12296,Lavington,13073
SAL31647,Lawnton,5905
SAL12297,Lawrence (NSW),1159
SAL80085,Lawson (ACT),2739
SAL12298,Lawson (NSW),2651
SAL40753,Leabrook,1605
SAL70161,Leanyer,4597
SAL50838,Leda,3202
SAL50840,Leederville,3686
SAL50842,Leeming,10883
SAL12302,Leeton,9170
SAL60327,Legana,4719
SAL12306,Leichhardt (NSW),15158
SAL31650,Leichhardt (Qld),4471
SAL12309,Lemon Tree Passage,2686
SAL60331,Lenah Valley,6522
SAL21488,Leneva,1317
SAL12312,Lennox Head,7687
SAL12313,Leonay,2582
SAL21490,Leongatha,5869
SAL21493,Leopold,13272
SAL12314,Leppington,9423
SAL50847,Leschenault,3058
SAL50849,Lesmurdie,8413
SAL21496,Lethbridge,1181
SAL12316,Lethbridge Park,4730
SAL12317,Leumeah,9992
SAL12318,Leura,4503
SAL12322,Lewisham (NSW),4060
SAL40760,Lewiston,3275
SAL12324,Liberty Grove,2055
SAL12325,Lidcombe,23663
SAL12329,Lightning Ridge,1946
SAL40762,Lightsview,6090
SAL12331,Lilli Pilli (Sutherland Shire - NSW),1405
SAL21504,Lilydale (Vic.),17348
SAL12334,Lilyfield,7641
SAL40764,Linden Park,2367
SAL12348,Lindfield,10943
SAL60342,Lindisfarne,6639
SAL12352,Lisarow,5299
SAL12353,Lismore (NSW),3656
SAL12354,Lismore Heights,2117
SAL12356,Lithgow,4956
SAL12358,Little Bay,4817
SAL50853,Little Grove,1508
SAL31667,Little Mountain,11068
SAL21520,Little River (Vic.),1353
SAL40770,Littlehampton,3300
SAL12370,Liverpool,31078
SAL12371,Llanarth (NSW),2302
SAL12372,Llandilo,1618
SAL12374,Lloyd,1509
SAL40771,Lobethal,2534
SAL21524,Loch Sport,1021
SAL12377,Lochinvar,1095
SAL12378,Lockhart,1019
SAL40775,Lockleys,5987
SAL50857,Lockridge,3322
SAL21529,Lockwood South,1052
SAL50858,Lockyer (WA),1298
SAL12380,Loftus,4190
SAL31677,Logan Central,6210
SAL31678,Logan Reserve,7016
SAL31679,Logan Village,5316
SAL31680,Loganholme,6764
SAL31681,Loganlea,8716
SAL12384,Londonderry (NSW),4024
SAL12385,Long Beach,1758
SAL21534,Long Gully,3420
SAL12387,Long Jetty,6736
SAL60350,Longford (Tas.),4268
SAL21536,Longford (Vic.),1489
SAL31685,Longreach (Qld),3124
SAL12394,Longueville,2116
SAL21538,Longwarry,2436
SAL12398,Lorn,1465
SAL21542,Lorne (Vic.),1327
SAL31686,Lota,3518
SAL21544,Lovely Banks,2782
SAL31689,Lower Beechmont,1067
SAL50863,Lower Chittering,2408
SAL50865,Lower King,1890
SAL40788,Lower Mitcham,2187
SAL21547,Lower Plenty,3962
SAL31700,Lowood,4082
SAL40789,Loxton,4677
SAL21550,Lucas,2994
SAL21551,Lucknow (Vic.),1439
SAL12428,Luddenham,1927
SAL70167,Ludmilla,1667
SAL12430,Lugarno,5869
SAL12431,Lurnea,10057
SAL60373,Lutana,2616
SAL31706,Lutwyche,4610
SAL21554,Lynbrook,9121
SAL21555,Lyndhurst (Vic.),8926
SAL40794,Lyndoch,2151
SAL80086,Lyneham,5703
SAL50871,Lynwood (WA),3541
SAL80087,Lyons (ACT),3271
SAL70168,Lyons (NT),2219
SAL21558,Lysterfield,6681
SAL80088,Macarthur (ACT),1405
SAL40799,Macclesfield (SA),1413
SAL21562,Macedon,2073
SAL80089,Macgregor (ACT),7049
SAL31721,Macgregor (Qld),5980
SAL31724,Mackay,4026
SAL31726,Mackenzie (Brisbane - Qld),2336
SAL12439,Macksville,2782
SAL12440,Maclean,2778
SAL31731,Macleay Island,3193
SAL21564,Macleod (Vic.),9892
SAL12441,Macmasters Beach,1399
SAL80091,Macquarie,3104
SAL12442,Macquarie Fields,14023
SAL12443,Macquarie Hills,3605
SAL12444,Macquarie Links,1455
SAL12446,Macquarie Park,11071
SAL21569,Maddingley,5491
SAL50873,Maddington,12419
SAL50874,Madeley,6805
SAL50875,Madora Bay,3830
SAL21571,Maffra (Vic.),5384
SAL40806,Magill,9693
SAL50881,Maida Vale,4499
SAL21574,Maiden Gully,5407
SAL21575,Maidstone,9389
SAL31735,Main Beach,3998
SAL12458,Maitland (NSW),1972
SAL40808,Maitland (SA),1312
SAL12462,Malabar,4714
SAL70169,Malak,3013
SAL31737,Malanda,2000
SAL21583,Maldon (Vic.),1665
SAL31739,Maleny,3959
SAL21584,Mallacoota,1183
SAL40811,Mallala,1042
SAL12471,Malua Bay,2071
SAL40814,Malvern (SA),2713
SAL21586,Malvern (Vic.),9929
SAL21587,Malvern East,22296
SAL50890,Mandurah,8804
SAL12478,Mangerton,2862
SAL31747,Mango Hill,14921
SAL21593,Manifold Heights,2681
SAL12484,Manilla,2386
SAL70172,Maningrida,2518
SAL50891,Manjimup,4279
SAL12485,Manly (NSW),16296
SAL31748,Manly (Qld),4273
SAL12486,Manly Vale,6389
SAL31749,Manly West,12436
SAL12487,Mannering Park,2554
SAL50893,Manning,4219
SAL40819,Manningham,1391
SAL40820,Mannum,2919
SAL31751,Manoora (Qld),6175
SAL21597,Manor Lakes,12675
SAL31752,Mansfield (Qld),8851
SAL21599,Mansfield (Vic.),5541
SAL40822,Mansfield Park,4608
SAL31755,Manunda,5191
SAL31757,Mapleton,1661
SAL50896,Marangaroo,10483
SAL12494,Maraylya,1281
SAL12495,Marayong,7834
SAL31760,Marburg,1013
SAL31761,Marcoola,3355
SAL40828,Marden,2645
SAL12498,Mardi,3598
SAL31763,Mareeba,11825
SAL50903,Margaret River (WA),8918
SAL31764,Margate (Qld),7575
SAL60382,Margate (Tas.),4239
SAL31766,Marian,4224
SAL21604,Maribyrnong,12573
SAL40829,Marino,2277
SAL40830,Marion,4101
SAL12502,Marks Point,1861
SAL40835,Marleston,1950
SAL50905,Marmion,2390
SAL21612,Marong,2005
SAL31771,Maroochy River,1667
SAL31772,Maroochydore,20629
SAL12511,Maroubra,30722
SAL70178,Marrara,1323
SAL12514,Marrickville,26570
SAL31775,Marsden,14795
SAL12515,Marsden Park,14610
SAL12516,Marsfield,12492
SAL21615,Marshall,2299
SAL50911,Martin,1854
SAL12523,Marulan,1428
SAL31778,Maryborough (Qld),15287
SAL21618,Maryborough (Vic.),8160
SAL12524,Maryland (Newcastle - NSW),7714
SAL12528,Maryville,1671
SAL12529,Mascot,21591
SAL40841,Maslin Beach,1213
SAL12530,Matcham,1038
SAL12532,Mathoura,1002
SAL12534,Matraville,9925
SAL31785,Maudsland,8073
SAL80092,Mawson,3440
SAL40844,Mawson Lakes,13794
SAL12540,Mayfield (Newcastle - NSW),9760
SAL60390,Mayfield (Tas.),1525
SAL12544,Mayfield East,1794
SAL12546,Mayfield West,1993
SAL40846,Maylands (SA),1508
SAL50917,Maylands (WA),13199
SAL12548,Mays Hill,1902
SAL40849,McCracken,2076
SAL21625,McCrae,3311
SAL31790,McDowall,7612
SAL12552,McGraths Hill,2537
SAL50920,McKail,3970
SAL80093,McKellar,2740
SAL21629,McKinnon,6878
SAL40851,McLaren Flat,1625
SAL40852,McLaren Vale,4061
SAL12557,McMahons Point,2315
SAL21635,Meadow Heights,14890
SAL50922,Meadow Springs,9160
SAL12560,Meadowbank (NSW),5089
SAL31795,Meadowbrook,3069
SAL40853,Meadows,1717
SAL50925,Medina,2260
SAL40854,Medindie,1175
SAL12564,Medowie,10879
SAL80094,Melba,3383
SAL21640,Melbourne,54941
SAL12573,Melonba,1439
SAL12574,Melrose Park (NSW),2059
SAL40857,Melrose Park (SA),2319
SAL21642,Melton (Vic.),7953
SAL21643,Melton South,11362
SAL21644,Melton West,8784
SAL50932,Melville (WA),6204
SAL12578,Menai,10419
SAL12579,Menangle,1252
SAL40859,Meningie,1118
SAL50933,Menora,2691
SAL21648,Mentone,13197
SAL21653,Merbein,2770
SAL12584,Merewether,11788
SAL12585,Merewether Heights,1495
SAL31807,Meridan Plains,4589
SAL12586,Merimbula,3821
SAL31809,Meringandan West,2488
SAL31811,Mermaid Beach,7329
SAL31812,Mermaid Waters,13088
SAL21659,Mernda,23369
SAL50938,Merredin,2604
SAL31813,Merrimac,7212
SAL12596,Merriwa (NSW),1825
SAL50939,Merriwa (WA),5587
SAL12599,Merrylands,32472
SAL12600,Merrylands West,7054
SAL12603,Metford,4707
SAL21673,Metung,1899
SAL31819,Miami,7445
SAL60401,Miandetta (Tas.),1822
SAL21675,Mickleham,17452
SAL12613,Middle Cove,1327
SAL12614,Middle Dural,1040
SAL31822,Middle Park (Qld),3845
SAL21677,Middle Park (Vic.),4000
SAL31823,Middle Ridge,7595
SAL50944,Middle Swan,2852
SAL31825,Middlemount,1899
SAL40870,Middleton (SA),1298
SAL12618,Middleton Grange,7043
SAL50947,Midland,6335
SAL50948,Midvale,2283
SAL60404,Midway Point,3384
SAL21682,Mildura,34565
SAL40874,Mile End,4536
SAL31833,Miles,1874
SAL70186,Milingimbi,1097
SAL21683,Mill Park,28712
SAL50950,Millars Well,2104
SAL31838,Millbank (Qld),2499
SAL50951,Millbridge,2736
SAL12628,Miller,3374
SAL12630,Millers Point,1735
SAL12631,Millfield,1282
SAL21685,Millgrove,1666
SAL40878,Millicent,5110
SAL31840,Millmerran,1545
SAL70187,Millner,2576
SAL40879,Millswood,2173
SAL12634,Millthorpe,1347
SAL12636,Milperra,4074
SAL12640,Milsons Point,2529
SAL12641,Milton (NSW),1801
SAL31847,Milton (Qld),3144
SAL12644,Minchinbury,5778
SAL50960,Mindarie (WA),7867
SAL31851,Minden,1227
SAL21691,Miners Rest,3829
SAL40886,Minlaton,1018
SAL12653,Minto,13940
SAL31858,Minyama,2726
SAL50969,Mira Mar,1890
SAL12656,Miranda (NSW),17942
SAL31859,Mirani,1806
SAL21703,Mirboo North,2263
SAL50970,Mirrabooka (WA),8000
SAL31863,Mission Beach,1014
SAL40891,Mitcham (SA),1832
SAL21706,Mitcham (Vic.),16795
SAL12661,Mitchell (NSW),1179
SAL40893,Mitchell Park (SA),5754
SAL31866,Mitchelton,9244
SAL12664,Mittagong,6090
SAL12665,Moama,7213
SAL40895,Moana,3316
SAL40898,Modbury,5593
SAL40899,Modbury Heights,6995
SAL40900,Modbury North,5704
SAL21716,Moe,9375
SAL31869,Moffat Beach,2691
SAL31871,Moggill,5029
SAL70192,Moil,2000
SAL31873,Molendinar,6450
SAL12680,Mollymook,1195
SAL12681,Mollymook Beach,2531
SAL12682,Molong,2595
SAL12683,Mona Vale,10877
SAL80097,Monash (ACT),5644
SAL40904,Monash (SA),1110
SAL21727,Monbulk,3651
SAL80098,Moncrieff,5310
SAL31881,Monkland,1135
SAL31883,Mons,1179
SAL21732,Mont Albert,4948
SAL21733,Mont Albert North,5609
SAL60415,Montello,1241
SAL12697,Monterey,4619
SAL21735,Montmorency,9250
SAL31885,Monto,1156
SAL60416,Montrose (Tas.),2313
SAL21736,Montrose (Vic.),6900
SAL31888,Montville,1092
SAL21737,Moolap,1825
SAL31895,Mooloolaba,8202
SAL31896,Mooloolah Valley,3629
SAL60419,Moonah,5884
SAL12710,Moonbi,1201
SAL12714,Moonee Beach,2176
SAL21742,Moonee Ponds,16224
SAL40915,Moonta Bay,2633
SAL50988,Moora (WA),1755
SAL21746,Moorabbin,6287
SAL40917,Moorak,1412
SAL12721,Moore Creek,2868
SAL31905,Moore Park Beach,2890
SAL12723,Moorebank,11408
SAL31909,Mooroobool,7136
SAL21754,Moorooduc,1004
SAL31910,Moorooka,10783
SAL21755,Mooroolbark,23059
SAL21756,Mooroopna,8312
SAL31912,Moranbah,9425
SAL31913,Morayfield,24898
SAL21760,Mordialloc,8886
SAL12733,Moree,8962
SAL12734,Morisset,4078
SAL12735,Morisset Park,1085
SAL50998,Morley,22539
SAL31922,Morningside,11755
SAL31923,Mornington (Qld),1846
SAL60425,Mornington (Tas.),2469
SAL21763,Mornington (Vic.),25759
SAL12738,Morpeth,1686
SAL40925,Morphett Vale,24002
SAL40927,Morphettville,3686
SAL12739,Mortdale,10745
SAL12740,Mortlake (NSW),1954
SAL21767,Mortlake (Vic.),1477
SAL12745,Moruya,4295
SAL12746,Moruya Heads,1125
SAL21769,Morwell,14389
SAL12749,Mosman,28329
SAL51000,Mosman Park (WA),9169
SAL12750,Moss Vale,9310
SAL31929,Mossman,1935
SAL70193,Moulden,3053
SAL12756,Mount Annan,11784
SAL12759,Mount Austin,4035
SAL40932,Mount Barker (SA),18330
SAL51004,Mount Barker (WA),2855
SAL51008,Mount Claremont,4999
SAL21783,Mount Clear,3671
SAL12761,Mount Colah,7816
SAL40941,Mount Compass,1580
SAL31950,Mount Coolum,4545
SAL31952,Mount Cotton,7302
SAL31953,Mount Crosby,1860
SAL21787,Mount Dandenong,1271
SAL12767,Mount Druitt,16986
SAL21790,Mount Duneed,6182
SAL21793,Mount Eliza,18734
SAL21795,Mount Evelyn,9799
SAL40947,Mount Gambier,25591
SAL31968,Mount Gravatt,3733
SAL31969,Mount Gravatt East,12428
SAL51015,Mount Hawthorn,8183
SAL21798,Mount Helen,3011
SAL51016,Mount Helena,3373
SAL12777,Mount Hutton (NSW),3712
SAL12779,Mount Keira,1691
SAL12780,Mount Kembla,1083
SAL12783,Mount Kuring-Gai,1766
SAL51021,Mount Lawley,11328
SAL12785,Mount Lewis,1234
SAL31984,Mount Lofty,3825
SAL31985,Mount Louisa,9227
SAL31986,Mount Low,5488
SAL21801,Mount Macedon,1450
SAL21803,Mount Martha,19846
SAL51025,Mount Melville,1007
SAL32001,Mount Morgan,2018
SAL51026,Mount Nasura,2997
SAL32007,Mount Nathan,1375
SAL60430,Mount Nelson,2749
SAL32009,Mount Ommaney,2503
SAL12793,Mount Ousley,1611
SAL32014,Mount Pleasant (Mackay - Qld),4694
SAL12795,Mount Pleasant (NSW),1397
SAL40960,Mount Pleasant (SA),1058
SAL21807,Mount Pleasant (Vic.),2225
SAL51030,Mount Pleasant (WA),7456
SAL12796,Mount Pritchard,10426
SAL51031,Mount Richon,2067
SAL12799,Mount Riverview,3074
SAL12802,Mount Saint Thomas,1449
SAL32020,Mount Sheridan (Qld),8678
SAL60434,Mount Stuart (Tas.),2444
SAL51036,Mount Tarcoola,3257
SAL12807,Mount Vernon,1235
SAL32037,Mount Warren Park,5736
SAL12812,Mount Warrigal,4880
SAL21816,Mount Waverley,35340
SAL32041,Mountain Creek (Qld),11950
SAL32042,Moura,1993
SAL60437,Mowbray (Tas.),4048
SAL12823,Mudgee,11457
SAL32050,Mudgeeraba,14578
SAL32051,Mudjimba,2664
SAL70198,Muirhead,3689
SAL12825,Mulgoa,2044
SAL21827,Mulgrave (Vic.),19889
SAL51047,Mullaloo,6190
SAL12839,Mullumbimby,4180
SAL12841,Mulwala,2557
SAL51055,Mundaring,3190
SAL51056,Mundijong,1246
SAL32064,Mundingburra,3594
SAL32066,Mundoolun,1836
SAL32068,Mundubbera,1120
SAL40979,Munno Para,4719
SAL40981,Munno Para West,7577
SAL32080,Munruben,2753
SAL32081,Murarrie,4946
SAL51064,Murdoch,3352
SAL32082,Murgon,2220
SAL32084,Murray,1739
SAL40987,Murray Bridge,15043
SAL40988,Murray Bridge East,1196
SAL32089,Murrumba Downs,10795
SAL12871,Murrumbateman,3607
SAL21849,Murrumbeena,9996
SAL12877,Murwillumbah,7616
SAL12879,Muswellbrook,12272
SAL51069,Myaree,2105
SAL40995,Mylor,1067
SAL12888,Myocum,1217
SAL40999,Myrtle Bank (SA),3158
SAL21863,Myrtleford,3285
SAL12896,Nabiac,1294
SAL21867,Nagambie,2254
SAL41003,Nailsworth,2235
SAL41005,Nairne,5327
SAL70201,Nakara,1906
SAL32099,Nambour,12145
SAL12898,Nambucca Heads,6675
SAL12900,Nana Glen,1132
SAL32100,Nanango,3679
SAL21878,Nar Nar Goon,1023
SAL41011,Naracoorte,6211
SAL32107,Narangba,20910
SAL12905,Narara,8471
SAL12906,Narellan,3358
SAL12907,Narellan Vale,6931
SAL12908,Naremburn,5924
SAL12909,Narooma,2731
SAL12911,Narrabeen,8255
SAL12912,Narrabri,7327
SAL80099,Narrabundah,6455
SAL12915,Narrandera,4369
SAL12918,Narrawallee,1487
SAL12919,Narraweena,6971
SAL21893,Narre Warren,27689
SAL21895,Narre Warren North,8033
SAL21896,Narre Warren South,30909
SAL51093,Narrogin,3927
SAL12920,Narromine,4608
SAL12921,Narwee,5411
SAL21898,Nathalia,1982
SAL32109,Nathan,1085
SAL51098,Nedlands,10561
SAL21911,Neerim South,1599
SAL32115,Nelly Bay,1213
SAL12932,Nelson Bay (NSW),6141
SAL32117,Nerang,17048
SAL41021,Netherby (SA),1510
SAL41023,Netley,1910
SAL12943,Neutral Bay,10090
SAL32126,New Auckland,5266
SAL32127,New Beith,5642
SAL32129,New Farm,12197
SAL21921,New Gisborne,2509
SAL12951,New Lambton,10651
SAL12952,New Lambton Heights,2610
SAL60450,New Norfolk,6037
SAL41026,New Town (SA),1291
SAL60451,New Town (Tas.),6781
SAL21922,Newborough,6886
SAL12958,Newcastle,3852
SAL12959,Newcastle East,1061
SAL12960,Newcastle West,1453
SAL21925,Newcomb,4704
SAL12962,Newington (NSW),5648
SAL21929,Newington (Vic.),1844
SAL51111,Newman,6456
SAL32135,Newmarket,5083
SAL60452,Newnham,7073
SAL12965,Newport (NSW),9659
SAL32136,Newport (Qld),5964
SAL21934,Newport (Vic.),13658
SAL32137,Newstead (Qld),7496
SAL60453,Newstead (Tas.),5617
SAL41029,Newton,5117
SAL21938,Newtown (Greater Geelong - Vic.),10445
SAL32138,Newtown (Ipswich - Qld),1498
SAL12969,Newtown (NSW),14690
SAL32139,Newtown (Toowoomba - Qld),10039
SAL70207,Ngukurr,1088
SAL80100,Ngunnawal,10957
SAL21939,Nhill,2401
SAL70208,Nhulunbuy,3350
SAL12970,Niagara Park,2779
SAL80101,Nicholls,6680
SAL21940,Nichols Point,1723
SAL21941,Nicholson (Vic.),1322
SAL51113,Nickol,4938
SAL21942,Niddrie,5901
SAL70210,Nightcliff,3884
SAL32142,Nikenbah,1234
SAL12974,Nimbin,1607
SAL32144,Ninderry,1301
SAL32148,Ningi,5349
SAL32149,Nirimba (Qld),2229
SAL12977,Nirimba Fields,1632
SAL19494,No usual address (NSW),11371
SAL79494,No usual address (NT),3500
SAL39494,No usual address (Qld),14670
SAL49494,No usual address (SA),3377
SAL69494,No usual address (Tas.),1377
SAL29494,No usual address (Vic.),9089
SAL59494,No usual address (WA),8055
SAL41035,Noarlunga Downs,4031
SAL21952,Noble Park,32257
SAL21953,Noble Park North,7436
SAL51122,Nollamara,12779
SAL32160,Noosa Heads,5120
SAL32162,Noosaville,8716
SAL12983,Norah Head,1149
SAL51124,Noranda,8002
SAL12984,Noraville,3001
SAL90004,Norfolk Island,2188
